9.18485099361e-16 	15.0
0.480773663575 	14.992293243
0.961053299711 	14.9691808913
1.44034538862 	14.9306866942
1.91815742527 	14.8768502073
2.3939984255 	14.8077267512
2.86737943052 	14.7233873549
3.33781400934 	14.6239186827
3.80481875864 	14.5094229456
4.26791379947 	14.3800177955
4.72662327035 	14.2358362052
5.18047581632 	14.0770263307
5.62900507319 	13.9037513602
6.07175014684 	13.7161893452
6.50825608676 	13.5145330185
6.93807435361 	13.2989895956
7.36076328006 	13.0697805619
7.77588852466 	12.8271414451
8.18302351816 	12.5713215734
8.58174990183 	12.302583819
8.97165795737 	12.021204328
9.35234702788 	11.727472237
9.72342592962 	11.4216893755
10.0845133539 	11.1041699561
10.4352382591 	10.7752402515
10.7752402515 	10.4352382591
11.1041699561 	10.0845133539
11.4216893755 	9.72342592962
11.727472237 	9.35234702788
12.021204328 	8.97165795737
12.302583819 	8.58174990183
12.5713215734 	8.18302351816
12.8271414451 	7.77588852466
13.0697805619 	7.36076328006
13.2989895956 	6.93807435361
13.5145330185 	6.50825608676
13.7161893452 	6.07175014684
13.9037513602 	5.62900507319
14.0770263307 	5.18047581632
14.2358362052 	4.72662327035
14.3800177955 	4.26791379947
14.5094229456 	3.80481875864
14.6239186827 	3.33781400934
14.7233873549 	2.86737943052
14.8077267512 	2.3939984255
14.8768502073 	1.91815742527
14.9306866942 	1.44034538862
14.9691808913 	0.961053299711
14.992293243 	0.480773663575
15.0 	0.0
