File line_2.dat has 594 lines
0.044313 9.985654 3.283887 0.068409 -3.773811
0.054597 9.947070 3.307656 0.026587 -1.957490
0.007396 9.944934 3.351306 0.018796 -0.203748
0.017672 9.917855 3.305561 0.034804 -0.817855
0.004797 9.906482 3.275013 0.005800 -0.033349
0.004797 9.906482 3.275013 0.005800 -1.654679
0.050026 9.859736 3.311050 0.007932 -0.997661
0.050026 9.859736 3.311050 0.007932 -6.113645
0.037543 9.821952 3.279681 0.036667 -1.635652
0.073167 9.827945 3.311720 0.005322 -1.829700
0.073167 9.827945 3.311720 0.005322 -4.547226
0.100312 9.826174 3.276965 0.014911 -3.943090
0.076203 9.849006 3.290200 0.012141 -2.317989
0.076738 9.864658 3.263127 0.034723 -3.689768
0.076738 9.864658 3.263127 0.034723 -6.015242
0.051167 9.831566 3.295098 0.005832 -0.964923
0.036220 9.852786 3.250977 0.018374 -0.885201
0.036220 9.852786 3.250977 0.018374 -2.514317
0.036220 9.852786 3.250977 0.018374 -3.374856
0.036220 9.852786 3.250977 0.018374 -3.745914
0.075798 9.830912 3.224757 0.032189 -3.463402
0.036592 9.783993 3.197167 0.028526 -1.259404
0.012004 9.739500 3.198113 0.055195 -1.341161
0.012004 9.739500 3.198113 0.055195 -2.043778
0.012004 9.739500 3.198113 0.055195 -3.382120
0.012004 9.739500 3.198113 0.055195 -5.412025
0.012004 9.739500 3.198113 0.055195 -7.129989
0.056213 9.701205 3.195750 0.020507 -1.748120
0.033125 9.681103 3.184945 0.000165 -0.329150
0.011421 9.674411 3.149558 0.014007 -0.192033
0.016066 9.707685 3.137506 0.045924 -1.141293
0.016066 9.707685 3.137506 0.045924 -1.550951
0.016066 9.707685 3.137506 0.045924 -2.142644
0.016066 9.707685 3.137506 0.045924 -2.433603
0.024122 9.756292 3.136221 0.038293 -1.157020
0.001683 9.733902 3.136939 0.042866 -0.589427
0.001683 9.733902 3.136939 0.042866 -1.613184
0.050532 9.732749 3.111802 0.001717 -0.810799
0.018283 9.775924 3.139823 0.041335 -1.055621
0.018283 9.775924 3.139823 0.041335 -4.520848
0.022051 9.755176 3.101054 0.090357 -3.752760
0.022051 9.755176 3.101054 0.090357 -10.645779
0.006158 9.767185 3.085195 0.041603 -0.677476
0.006158 9.767185 3.085195 0.041603 -4.836519
0.002017 9.749892 3.135035 0.085449 -2.272143
0.002017 9.749892 3.135035 0.085449 -8.529078
0.016707 9.772644 3.114071 0.078455 -2.689554
0.036242 9.764047 3.079850 0.076245 -3.758073
0.036242 9.764047 3.079850 0.076245 -6.592885
0.036242 9.764047 3.079850 0.076245 -11.786371
0.057679 9.745410 3.127758 0.059990 -4.112271
0.036581 9.697258 3.168649 0.011084 -0.674766
0.008664 9.679134 3.155407 0.031709 -0.484091
0.008664 9.679134 3.155407 0.031709 -1.891732
0.007539 9.630179 3.133715 0.024820 -0.310979
0.036484 9.588107 3.141803 0.039255 -1.703747
0.035382 9.621338 3.095678 0.044955 -1.916843
0.004132 9.666616 3.073968 0.003883 -0.019076
0.014269 9.625640 3.080398 0.010725 -0.185528
0.014269 9.625640 3.080398 0.010725 -2.910724
0.022795 9.620236 3.037221 0.049151 -1.537342
0.013772 9.645833 3.070098 0.050524 -1.227792
0.013772 9.645833 3.070098 0.050524 -3.557083
0.020649 9.686285 3.068778 0.085380 -3.338889
0.008073 9.675877 3.071249 0.106766 -3.916873
0.001517 9.699296 3.116568 0.067789 -1.426580
0.050281 9.663925 3.132888 0.033173 -2.068455
0.050281 9.663925 3.132888 0.033173 -4.837721
0.050281 9.663925 3.132888 0.033173 -6.716588
0.095798 9.657096 3.107789 0.001068 -2.786741
0.095798 9.657096 3.107789 0.001068 -5.225767
0.059232 9.658585 3.104230 0.012951 -1.547502
0.059232 9.658585 3.104230 0.012951 -4.595462
0.042408 9.623435 3.153903 0.058411 -3.018826
0.065595 9.593126 3.137933 0.036866 -3.117961
0.077099 9.545979 3.122038 0.014952 -2.516632
0.077099 9.545979 3.122038 0.014952 -4.289916
0.034512 9.503757 3.077540 0.044747 -1.865772
0.034512 9.503757 3.077540 0.044747 -2.114347
0.007200 9.545475 3.125830 0.011977 -0.109230
0.007200 9.545475 3.125830 0.011977 -1.208187
0.033077 9.562349 3.102853 0.040829 -1.622259
0.033077 9.562349 3.102853 0.040829 -4.427392
0.063073 9.595134 3.092052 0.057404 -4.310897
0.092600 9.583422 3.106442 0.032501 -4.648121
0.042961 9.574571 3.128531 0.074500 -4.097724
0.042961 9.574571 3.128531 0.074500 -6.052818
0.077163 9.524963 3.150328 0.031026 -3.476385
0.077163 9.524963 3.150328 0.031026 -5.107077
0.041702 9.530363 3.137705 0.016410 -1.002982
0.011245 9.562917 3.126934 0.063651 -1.665956
0.011245 9.562917 3.126934 0.063651 -4.122215
0.058533 9.583372 3.115501 0.024672 -2.056169
0.069577 9.603843 3.115577 0.029701 -2.927271
0.098276 9.589442 3.073639 0.007500 -3.322957
0.057074 9.592567 3.080463 0.024548 -1.978625
0.049692 9.629111 3.089778 0.044382 -2.628423
0.044392 9.621287 3.051878 0.033761 -1.814018
0.052065 9.610342 3.087881 0.018216 -1.467013
0.029385 9.617597 3.049561 0.004307 -0.337156
0.020184 9.620961 3.078722 0.023842 -0.575684
0.020184 9.620961 3.078722 0.023842 -1.023391
0.048842 9.642935 3.082858 0.024701 -1.606321
0.043961 9.595962 3.094735 0.030650 -1.653374
0.078624 9.563556 3.110543 0.021823 -2.996613
0.083224 9.604797 3.064742 0.012195 -2.704159
0.089588 9.627748 3.040949 0.026476 -4.000891
0.051328 9.609387 3.007720 0.031449 -2.035050
0.051328 9.609387 3.007720 0.031449 -3.984500
0.002213 9.564375 3.045295 0.065957 -1.380199
0.002213 9.564375 3.045295 0.065957 -2.578459
0.000360 9.605722 3.041883 0.069805 -1.462163
0.016445 9.614015 3.073396 0.103317 -4.259853
0.032127 9.578668 3.072816 0.079687 -3.713215
0.032127 9.578668 3.072816 0.079687 -6.478483
0.032127 9.578668 3.072816 0.079687 -6.796991
0.016954 9.570505 3.044633 0.113202 -5.031323
0.002796 9.546958 3.004602 0.107109 -3.587528
0.002796 9.546958 3.004602 0.107109 -6.770163
0.002796 9.546958 3.004602 0.107109 -12.292704
0.034629 9.581964 2.992922 0.129076 -7.959394
0.057742 9.594952 3.029171 0.085368 -6.082678
0.054424 9.642047 3.048649 0.062687 -4.073330
0.049287 9.667677 3.050212 0.019158 -1.391364
0.044186 9.710421 3.014806 0.003816 -0.684348
0.044186 9.710421 3.014806 0.003816 -3.682603
0.044186 9.710421 3.014806 0.003816 -6.065006
0.008298 9.698316 2.970595 0.030753 -0.452922
0.008298 9.698316 2.970595 0.030753 -1.090804
0.006928 9.677424 2.954767 0.055561 -1.159747
0.006928 9.677424 2.954767 0.055561 -2.663647
0.034626 9.639036 2.982562 0.068265 -3.144224
0.046259 9.633498 3.010451 0.029378 -1.699146
0.046259 9.633498 3.010451 0.029378 -2.619577
0.031422 9.663961 3.031242 0.006755 -0.432861
0.031422 9.663961 3.031242 0.006755 -2.324606
0.003039 9.670901 3.072915 0.051737 -0.891115
0.032031 9.631271 3.122091 0.021252 -0.843196
0.032031 9.631271 3.122091 0.021252 -1.773602
0.013259 9.589410 3.100369 0.040808 -0.868183
0.013259 9.589410 3.100369 0.040808 -5.529846
0.010949 9.596174 3.111728 0.009488 -0.124045
0.025312 9.632415 3.130430 0.008338 -0.336308
0.025312 9.632415 3.130430 0.008338 -3.594034
0.020113 9.599763 3.127838 0.009457 -0.259706
0.020113 9.599763 3.127838 0.009457 -0.789061
0.020113 9.599763 3.127838 0.009457 -1.580054
0.020113 9.599763 3.127838 0.009457 -2.188598
0.043804 9.616759 3.161463 0.021863 -1.280713
0.043804 9.616759 3.161463 0.021863 -4.127675
0.043804 9.616759 3.161463 0.021863 -6.438094
0.015911 9.615240 3.163982 0.019795 -0.378660
0.011378 9.610323 3.129748 0.045575 -0.963373
0.010344 9.613439 3.179502 0.039420 -0.735498
0.023377 9.636454 3.229045 0.000349 -0.167182
0.041128 9.676813 3.199742 0.014666 -0.924556
0.041128 9.676813 3.199742 0.014666 -2.318365
0.018958 9.626886 3.210976 0.028787 -0.677031
0.018958 9.626886 3.210976 0.028787 -1.470965
0.006582 9.626188 3.212343 0.051506 -1.002129
0.006582 9.626188 3.212343 0.051506 -3.935031
0.030617 9.630982 3.235170 0.075050 -3.316160
0.030617 9.630982 3.235170 0.075050 -6.414548
0.010307 9.642530 3.217814 0.060150 -1.474359
0.012170 9.663200 3.231093 0.039649 -0.797521
0.005693 9.677707 3.269091 0.053830 -1.052262
0.014705 9.726950 3.260755 0.007222 -0.142800
0.014705 9.726950 3.260755 0.007222 -1.828754
0.014705 9.726950 3.260755 0.007222 -2.472793
0.045821 9.771364 3.284251 0.011150 -0.963944
0.045821 9.771364 3.284251 0.011150 -1.536202
0.009212 9.754404 3.313521 0.055675 -1.250469
0.027855 9.751801 3.278960 0.011463 -0.459132
0.027855 9.751801 3.278960 0.011463 -5.003453
0.027667 9.743426 3.244845 0.003845 -0.294928
0.027667 9.743426 3.244845 0.003845 -1.415845
0.006215 9.758200 3.263061 0.035593 -0.519127
0.006215 9.758200 3.263061 0.035593 -3.951792
0.032554 9.786113 3.238653 0.001442 -0.343249
0.032554 9.786113 3.238653 0.001442 -1.278066
0.043108 9.821338 3.243337 0.000326 -0.560280
0.063252 9.841510 3.274291 0.028992 -2.527130
0.035089 9.862098 3.243101 0.064411 -2.940390
0.084010 9.828463 3.265685 0.016593 -3.005956
0.084010 9.828463 3.265685 0.016593 -6.466502
0.059967 9.812573 3.307900 0.052621 -3.764769
0.062054 9.836491 3.310830 0.053478 -3.964222
0.062054 9.836491 3.310830 0.053478 -7.776349
0.085074 9.806952 3.285957 0.053758 -5.724487
0.096973 9.767558 3.270351 0.012143 -3.536166
0.096973 9.767558 3.270351 0.012143 -4.131511
0.096973 9.767558 3.270351 0.012143 -6.413715
0.109916 9.794665 3.232635 0.034479 -6.192419
0.086508 9.792408 3.268479 0.042842 -4.969264
0.086508 9.792408 3.268479 0.042842 -8.734918
0.081080 9.796167 3.234078 0.074677 -7.205296
0.052118 9.762093 3.207966 0.101127 -6.974733
0.052118 9.762093 3.207966 0.101127 -11.629721
0.014285 9.717009 3.244659 0.091890 -3.348168
0.014285 9.717009 3.244659 0.091890 -5.590764
0.032441 9.727008 3.270110 0.076725 -3.539438
0.032496 9.719556 3.282129 0.040359 -1.576455
0.032496 9.719556 3.282129 0.040359 -5.561027
0.054813 9.754624 3.329893 0.087538 -6.018418
0.054813 9.754624 3.329893 0.087538 -9.398210
0.014925 9.726585 3.328175 0.067136 -1.999999
0.014925 9.726585 3.328175 0.067136 -4.032142
0.019118 9.685856 3.308977 0.067829 -2.245252
0.019118 9.685856 3.308977 0.067829 -6.977825
0.020292 9.665681 3.260777 0.068205 -2.326040
0.020992 9.674820 3.278502 0.066332 -2.264800
0.020992 9.674820 3.278502 0.066332 -6.410522
0.047689 9.626857 3.297544 0.047779 -2.706898
0.047689 9.626857 3.297544 0.047779 -5.404597
0.047689 9.626857 3.297544 0.047779 -8.082246
0.013245 9.669072 3.327025 0.026953 -0.479926
0.047386 9.716777 3.284038 0.032904 -1.914615
0.013531 9.747547 3.277078 0.059687 -1.592192
0.003725 9.795509 3.293368 0.042452 -0.633292
0.041254 9.835408 3.300456 0.024599 -1.287984
0.010242 9.868806 3.309004 0.013360 -0.165452
0.010242 9.868806 3.309004 0.013360 -2.542866
0.050948 9.864244 3.346101 0.047408 -2.873172
0.061762 9.886738 3.329155 0.029852 -2.492743
0.030447 9.898595 3.326537 0.019685 -0.746416
0.039534 9.923151 3.312690 0.015507 -0.899752
0.039534 9.923151 3.312690 0.015507 -2.541593
0.022313 9.959192 3.335342 0.040977 -1.189660
0.022313 9.959192 3.335342 0.040977 -2.007359
0.037010 9.943552 3.323142 0.048362 -2.164630
0.037010 9.943552 3.323142 0.048362 -2.275474
0.037010 9.943552 3.323142 0.048362 -8.139799
0.013204 9.907060 3.343246 0.006206 -0.111891
0.013204 9.907060 3.343246 0.006206 -2.204238
0.052609 9.939072 3.367468 0.040845 -2.593934
0.052609 9.939072 3.367468 0.040845 -5.654268
0.052609 9.939072 3.367468 0.040845 -6.623525
0.004127 9.947106 3.376921 0.045979 -0.745659
0.004127 9.947106 3.376921 0.045979 -2.474675
0.011016 9.925173 3.360853 0.010873 -0.142303
0.011016 9.925173 3.360853 0.010873 -0.329618
0.011016 9.925173 3.360853 0.010873 -3.518411
0.015891 9.956712 3.312401 0.026377 -0.530620
0.007465 9.941121 3.346674 0.023383 -0.282621
0.021297 9.952390 3.367092 0.020056 -0.507878
0.021297 9.952390 3.367092 0.020056 -0.901214
0.021297 9.952390 3.367092 0.020056 -2.825007
0.025506 9.959612 3.395343 0.044333 -1.448627
0.025506 9.959612 3.395343 0.044333 -5.762639
0.040558 9.910983 3.396312 0.063593 -3.221702
0.072591 9.959870 3.417930 0.043438 -3.998461
0.075610 9.925649 3.371770 0.019145 -2.666621
0.043498 9.891146 3.395386 0.021586 -1.258064
0.043498 9.891146 3.395386 0.021586 -1.850577
0.043498 9.891146 3.395386 0.021586 -5.821571
0.077287 9.915429 3.394346 0.049684 -4.788133
0.111264 9.964508 3.382899 0.017455 -4.920872
0.111264 9.964508 3.382899 0.017455 -7.482947
0.111264 9.964508 3.382899 0.017455 -8.127411
0.142667 9.927675 3.359111 0.024941 -8.343483
0.095857 9.907854 3.404954 0.017188 -3.795479
0.095857 9.907854 3.404954 0.017188 -8.777865
0.096113 9.913635 3.390447 0.052225 -6.535262
0.089545 9.904131 3.385671 0.043012 -5.218651
0.089545 9.904131 3.385671 0.043012 -13.555586
0.050866 9.929046 3.377103 0.073247 -4.575058
0.009245 9.976719 3.352501 0.102289 -3.694639
0.016455 9.933729 3.378432 0.059507 -1.713733
0.016455 9.933729 3.378432 0.059507 -5.987045
0.062294 9.885368 3.363732 0.033912 -2.748905
0.062294 9.885368 3.363732 0.033912 -3.273872
0.014525 9.919104 3.348754 0.057465 -1.539199
0.014525 9.919104 3.348754 0.057465 -2.347420
0.014525 9.919104 3.348754 0.057465 -6.064184
0.062015 9.899725 3.312696 0.053138 -3.938271
0.019781 9.944547 3.267477 0.011021 -0.281773
0.019781 9.944547 3.267477 0.011021 -0.731059
0.019781 9.944547 3.267477 0.011021 -1.365370
0.019781 9.944547 3.267477 0.011021 -2.932095
0.043266 9.908104 3.228614 0.058196 -3.057491
0.043266 9.908104 3.228614 0.058196 -5.315347
0.009684 9.871526 3.250024 0.103726 -3.820000
0.021740 9.835060 3.226024 0.096668 -4.164092
0.024766 9.870297 3.213650 0.066346 -2.465517
0.052537 9.820413 3.180934 0.045644 -2.862933
0.052537 9.820413 3.180934 0.045644 -6.163612
0.102405 9.816922 3.199501 0.013687 -4.002782
0.102405 9.816922 3.199501 0.013687 -5.137120
0.081921 9.768578 3.174660 0.023403 -3.294664
0.081921 9.768578 3.174660 0.023403 -8.434771
0.121494 9.764607 3.125799 0.014549 -5.496756
0.072210 9.762257 3.135688 0.038380 -3.632356
0.072210 9.762257 3.135688 0.038380 -8.178197
0.035315 9.737609 3.112709 0.047791 -2.051255
0.035315 9.737609 3.112709 0.047791 -5.811576
0.039428 9.777074 3.146873 0.008237 -0.674765
0.013897 9.761695 3.123089 0.045723 -1.055696
0.013897 9.761695 3.123089 0.045723 -1.916192
0.013897 9.761695 3.123089 0.045723 -3.349613
0.029128 9.771889 3.142960 0.013325 -0.535250
0.029128 9.771889 3.142960 0.013325 -1.726733
0.058790 9.756746 3.132688 0.047908 -3.381208
0.058790 9.756746 3.132688 0.047908 -7.405349
0.082893 9.727702 3.165435 0.039068 -4.417686
0.082893 9.727702 3.165435 0.039068 -6.173671
0.082893 9.727702 3.165435 0.039068 -11.755420
0.058555 9.732543 3.160354 0.011576 -1.460751
0.058555 9.732543 3.160354 0.011576 -1.849545
0.021664 9.695900 3.136689 0.051191 -1.576416
0.047400 9.695071 3.137089 0.044825 -2.526128
0.011911 9.681499 3.158310 0.010208 -0.145315
0.011911 9.681499 3.158310 0.010208 -1.431704
0.020646 9.661401 3.162183 0.019295 -0.473804
0.025471 9.642784 3.128658 0.041554 -1.334251
0.013088 9.691833 3.080827 0.046889 -1.068378
0.013088 9.691833 3.080827 0.046889 -4.306199
0.045466 9.647703 3.040859 0.066206 -3.703754
0.094898 9.648717 3.077615 0.028053 -4.489716
0.051494 9.632523 3.115522 0.068822 -4.299324
0.007489 9.658463 3.080988 0.088111 -2.714397
0.013856 9.612634 3.032417 0.077688 -2.488932
0.013856 9.612634 3.032417 0.077688 -6.700330
0.013446 9.566082 3.011654 0.029935 -0.558925
0.013446 9.566082 3.011654 0.029935 -5.297115
0.045766 9.575990 3.023497 0.021004 -1.324103
0.014668 9.588652 2.996064 0.024248 -0.449813
0.006760 9.565023 2.992546 0.008193 -0.066413
0.035877 9.604737 3.022169 0.017240 -0.837956
0.035877 9.604737 3.022169 0.017240 -2.061660
0.044965 9.624319 3.015712 0.005539 -0.757539
0.044965 9.624319 3.015712 0.005539 -1.826548
0.004540 9.629660 3.045809 0.026151 -0.279752
0.029878 9.593168 3.020738 0.004723 -0.355577
0.008973 9.623387 2.980908 0.039054 -0.685045
0.012917 9.634642 2.959980 0.068670 -1.976958
0.012917 9.634642 2.959980 0.068670 -6.983913
0.042545 9.593331 2.998085 0.067174 -3.575334
0.076806 9.577847 2.997158 0.042523 -4.229111
0.027365 9.611371 2.991015 0.086642 -3.860295
0.027365 9.611371 2.991015 0.086642 -7.446559
0.003711 9.649452 3.006018 0.104949 -3.506624
0.003711 9.649452 3.006018 0.104949 -4.812141
0.016515 9.646998 3.014325 0.080812 -2.813353
0.016515 9.646998 3.014325 0.080812 -3.355771
0.033142 9.615963 2.988079 0.081039 -3.872145
0.014612 9.604521 3.031716 0.038149 -0.826743
0.017256 9.580906 2.987678 0.007080 -0.175908
0.042221 9.568199 2.959292 0.015588 -0.992558
0.042221 9.568199 2.959292 0.015588 -1.351602
0.013225 9.600765 2.920301 0.057349 -1.479262
0.015858 9.644762 2.872712 0.062147 -1.807187
0.015858 9.644762 2.872712 0.062147 -7.148663
0.006417 9.614664 2.890648 0.052418 -1.028069
0.006417 9.614664 2.890648 0.052418 -2.812175
0.006417 9.614664 2.890648 0.052418 -3.299960
0.017131 9.569068 2.865698 0.094173 -3.679384
0.017131 9.569068 2.865698 0.094173 -8.797178
0.067115 9.557327 2.831124 0.119478 -10.340555
0.102642 9.537124 2.819598 0.093327 -11.405988
0.126419 9.541362 2.809509 0.045624 -8.790868
0.126691 9.534544 2.776772 0.008060 -5.392871
0.126691 9.534544 2.776772 0.008060 -5.909000
0.088400 9.514436 2.771432 0.052529 -5.898696
0.091793 9.473301 2.811216 0.010628 -3.115575
0.091793 9.473301 2.811216 0.010628 -5.631527
0.129291 9.488144 2.859416 0.008606 -5.647658
0.129291 9.488144 2.859416 0.008606 -6.856454
0.087548 9.463872 2.818507 0.041957 -4.981174
0.087548 9.463872 2.818507 0.041957 -6.266708
0.086710 9.507180 2.804102 0.061227 -6.500003
0.121442 9.495195 2.814051 0.015326 -5.555515
0.121442 9.495195 2.814051 0.015326 -12.391948
0.138051 9.518962 2.771693 0.055595 -11.137164
0.129286 9.495823 2.774993 0.056565 -10.258568
0.129286 9.495823 2.774993 0.056565 -19.598610
0.172218 9.504169 2.749818 0.048630 -14.485826
0.172218 9.504169 2.749818 0.048630 -19.377359
0.138143 9.548798 2.793478 0.060026 -11.663439
0.138143 9.548798 2.793478 0.060026 -18.927567
0.138143 9.548798 2.793478 0.060026 -21.572567
0.127913 9.504766 2.838347 0.014757 -6.045329
0.127913 9.504766 2.838347 0.014757 -9.302412
0.127913 9.504766 2.838347 0.014757 -10.858065
0.172601 9.463074 2.882597 0.001190 -8.970396
0.172601 9.463074 2.882597 0.001190 -16.249886
0.206987 9.501401 2.861489 0.007683 -13.686745
0.206987 9.501401 2.861489 0.007683 -24.941420
0.210342 9.454593 2.820963 0.052621 -20.537514
0.210342 9.454593 2.820963 0.052621 -25.715650
0.211973 9.440284 2.849094 0.021606 -16.204063
0.177403 9.461466 2.863306 0.027112 -12.422416
0.177403 9.461466 2.863306 0.027112 -12.675231
0.177403 9.461466 2.863306 0.027112 -20.697668
0.179347 9.434382 2.861871 0.006680 -10.278063
0.179347 9.434382 2.861871 0.006680 -11.193618
0.179347 9.434382 2.861871 0.006680 -15.448215
0.179347 9.434382 2.861871 0.006680 -16.396660
0.137917 9.454223 2.853404 0.033523 -8.729250
0.137917 9.454223 2.853404 0.033523 -14.570299
0.113779 9.460695 2.863472 0.020538 -5.358214
0.113779 9.460695 2.863472 0.020538 -9.765711
0.108546 9.419243 2.858111 0.039647 -6.522395
0.108546 9.419243 2.858111 0.039647 -10.014842
0.063368 9.454146 2.814801 0.080919 -6.183242
0.086746 9.468350 2.766031 0.083560 -8.614207
0.086746 9.468350 2.766031 0.083560 -18.601672
0.134741 9.492362 2.769740 0.124146 -19.905560
0.137141 9.451289 2.739838 0.116516 -19.109543
0.137141 9.451289 2.739838 0.116516 -31.207882
0.164880 9.480239 2.739037 0.067384 -16.022095
0.118979 9.459975 2.749286 0.098247 -14.014533
0.138590 9.436277 2.760184 0.066751 -12.523047
0.134570 9.420443 2.769129 0.060769 -11.332680
0.134570 9.420443 2.769129 0.060769 -12.999203
0.155580 9.420334 2.801985 0.056956 -13.416007
0.119719 9.422845 2.824459 0.053461 -8.907357
0.165775 9.424506 2.780406 0.003733 -8.533682
0.140403 9.459546 2.730675 0.006673 -6.424494
0.091125 9.421668 2.764289 0.047790 -5.731339
0.056083 9.458994 2.736498 0.050725 -3.388168
0.025099 9.472809 2.785624 0.090467 -3.966566
0.025911 9.482295 2.760945 0.076636 -3.123225
0.033891 9.498211 2.755868 0.092415 -4.738167
0.015789 9.466671 2.710353 0.058378 -1.633708
0.015789 9.466671 2.710353 0.058378 -5.770697
0.061203 9.451559 2.726242 0.041308 -3.121078
0.061203 9.451559 2.726242 0.041308 -5.465196
0.029728 9.476728 2.688789 0.061552 -2.474644
0.029728 9.476728 2.688789 0.061552 -5.136870
0.049592 9.516914 2.655313 0.073158 -4.475063
0.089013 9.517772 2.674296 0.031467 -4.311086
0.060546 9.503720 2.644076 0.019786 -1.916610
0.060546 9.503720 2.644076 0.019786 -5.548970
0.044794 9.524628 2.639119 0.053949 -2.895785
0.052317 9.509382 2.592579 0.047588 -2.964375
0.052317 9.509382 2.592579 0.047588 -7.617397
0.088446 9.488804 2.609272 0.043610 -5.179382
0.055129 9.504430 2.612859 0.035602 -2.444930
0.055129 9.504430 2.612859 0.035602 -9.281165
0.008386 9.488572 2.638866 0.006548 -0.066244
0.002618 9.452371 2.628684 0.041133 -0.568500
0.002618 9.452371 2.628684 0.041133 -2.505494
0.022716 9.475687 2.611371 0.041088 -1.209084
0.031401 9.457849 2.569533 0.029740 -1.110262
0.029466 9.447803 2.566166 0.040764 -1.464870
0.000632 9.431276 2.589949 0.056819 -0.980298
0.000632 9.431276 2.589949 0.056819 -4.111629
0.039199 9.454835 2.581833 0.069261 -3.493766
0.059871 9.473673 2.570466 0.098311 -7.431457
0.015105 9.504116 2.548489 0.074656 -2.392969
0.020394 9.552318 2.534904 0.089757 -3.603549
0.020394 9.552318 2.534904 0.089757 -4.329373
0.011561 9.506136 2.543832 0.076652 -2.311127
0.029067 9.531932 2.497776 0.075254 -3.232190
0.029067 9.531932 2.497776 0.075254 -7.097413
0.042468 9.572822 2.509444 0.082688 -4.652241
0.060647 9.609589 2.549332 0.061749 -4.449261
0.020861 9.579947 2.514089 0.072132 -2.568392
0.018567 9.561975 2.488079 0.087674 -3.352337
0.041315 9.573558 2.475605 0.055236 -2.768656
0.041315 9.573558 2.475605 0.055236 -5.576477
0.053656 9.566880 2.494495 0.085922 -5.786223
0.026048 9.538585 2.513611 0.106046 -5.182293
0.026048 9.538585 2.513611 0.106046 -8.201772
0.028107 9.573859 2.537369 0.114610 -6.049288
0.009929 9.585678 2.498356 0.112919 -4.482207
0.009929 9.585678 2.498356 0.112919 -6.029532
0.009929 9.585678 2.498356 0.112919 -13.565677
0.039465 9.553958 2.497821 0.093165 -5.224474
0.039465 9.553958 2.497821 0.093165 -10.382696
0.003474 9.577803 2.489263 0.059092 -1.162630
0.001112 9.551680 2.505890 0.047907 -0.713663
0.001112 9.551680 2.505890 0.047907 -2.235329
0.001112 9.551680 2.505890 0.047907 -4.043819
0.023131 9.589070 2.472067 0.012831 -0.384100
0.023131 9.589070 2.472067 0.012831 -2.631958
0.053405 9.626132 2.514460 0.007387 -1.097621
0.053405 9.626132 2.514460 0.007387 -5.926260
0.058081 9.589859 2.471297 0.027124 -2.156215
0.058081 9.589859 2.471297 0.027124 -4.592539
0.090217 9.632029 2.503396 0.049435 -5.792282
0.044044 9.622039 2.475832 0.044661 -2.336965
0.022048 9.579545 2.436971 0.016299 -0.436742
0.022048 9.579545 2.436971 0.016299 -2.119458
0.044209 9.533616 2.442995 0.037037 -1.960490
0.008947 9.559738 2.428258 0.052950 -1.137852
0.008947 9.559738 2.428258 0.052950 -2.637028
0.000698 9.510493 2.451967 0.059554 -1.078180
0.000698 9.510493 2.451967 0.059554 -2.310568
0.042139 9.545072 2.423872 0.016666 -1.027063
0.042139 9.545072 2.423872 0.016666 -4.093594
0.033082 9.529750 2.471381 0.002803 -0.382454
0.001342 9.521127 2.440289 0.022581 -0.169983
0.016971 9.563394 2.441134 0.033129 -0.745466
0.023213 9.575474 2.433073 0.000477 -0.166688
0.023213 9.575474 2.433073 0.000477 -0.642719
0.069680 9.620134 2.428123 0.038528 -3.477560
0.041372 9.636340 2.478105 0.031644 -1.583392
0.053889 9.608777 2.525380 0.046253 -2.978401
0.053889 9.608777 2.525380 0.046253 -10.181902
0.103595 9.601915 2.513229 0.009585 -3.804468
0.087956 9.637534 2.465071 0.040672 -4.913921
0.047101 9.640067 2.445880 0.010413 -0.982435
0.047101 9.640067 2.445880 0.010413 -4.142737
0.027947 9.638272 2.406482 0.042407 -1.470065
0.008076 9.589122 2.425394 0.003624 -0.040662
0.010007 9.550942 2.397626 0.012241 -0.147018
0.024565 9.577235 2.431990 0.020924 -0.614553
0.024565 9.577235 2.431990 0.020924 -5.908181
0.014791 9.569552 2.408572 0.049521 -1.228398
0.043800 9.550865 2.374511 0.008857 -0.823520
0.043800 9.550865 2.374511 0.008857 -6.262850
0.065141 9.569375 2.366586 0.036358 -3.059714
0.065141 9.569375 2.366586 0.036358 -5.297518
0.068613 9.600519 2.343411 0.029227 -2.843094
0.047112 9.556103 2.374317 0.069807 -4.059968
0.061195 9.508827 2.327237 0.037667 -2.902775
0.037584 9.505954 2.356797 0.051391 -2.351219
0.084466 9.498088 2.377750 0.024417 -3.521117
0.084466 9.498088 2.377750 0.024417 -5.590276
0.054536 9.455124 2.406709 0.054563 -3.535052
0.054536 9.455124 2.406709 0.054563 -7.541436
0.006386 9.484568 2.437802 0.032132 -0.440657
0.003939 9.470878 2.442270 0.003560 -0.016703
0.021508 9.424217 2.430863 0.046887 -1.389322
0.005202 9.465200 2.382496 0.020185 -0.191414
0.005202 9.465200 2.382496 0.020185 -4.200622
0.032969 9.429281 2.422099 0.016512 -0.727165
0.007169 9.461422 2.399169 0.046569 -0.857662
0.024186 9.484235 2.359760 0.039851 -1.217912
0.004677 9.524092 2.381376 0.008454 -0.051215
0.004677 9.524092 2.381376 0.008454 -3.503300
0.018597 9.550976 2.373645 0.049927 -1.394578
0.018597 9.550976 2.373645 0.049927 -2.432066
0.060027 9.525337 2.327232 0.032371 -2.535582
0.050871 9.532856 2.371563 0.029946 -1.939829
0.050871 9.532856 2.371563 0.029946 -4.477218
