File line_2.dat has 594 lines
9.215070 10.155592 1.891686 3.022224 -44938.512133
9.196525 10.125142 1.885190 2.978424 -44024.133121
9.198990 10.127187 1.911097 2.950089 -43837.238719
9.149268 10.133000 1.910197 2.913757 -43218.425969
9.149268 10.133000 1.910197 2.913757 -43756.417565
9.153851 10.137019 1.909018 2.866066 -42910.084651
9.143277 10.166907 1.883012 2.829239 -42572.317765
9.143277 10.166907 1.883012 2.829239 -43027.270023
9.136216 10.162632 1.855425 2.800672 -42319.321334
9.136216 10.162632 1.855425 2.800672 -42399.116630
9.114470 10.116849 1.849511 2.815009 -42266.802247
9.114470 10.116849 1.849511 2.815009 -42924.949439
9.140882 10.157338 1.844386 2.807364 -42399.892192
9.109949 10.169529 1.857460 2.795003 -42093.185561
9.109949 10.169529 1.857460 2.795003 -42174.039112
9.109949 10.169529 1.857460 2.795003 -42564.663726
9.104582 10.121493 1.859023 2.790695 -42024.788155
9.065453 10.102991 1.879303 2.791076 -41751.450792
9.047947 10.114803 1.857599 2.742323 -41286.110386
9.027676 10.105426 1.858432 2.720528 -40992.028040
9.027676 10.105426 1.858432 2.720528 -41406.873199
8.981662 10.055544 1.833641 2.693203 -40481.836481
9.007264 10.064708 1.829923 2.649966 -40359.634584
9.038826 10.103123 1.831821 2.606972 -40280.506054
9.038826 10.103123 1.831821 2.606972 -40295.879808
9.060596 10.111937 1.880610 2.576960 -40223.518457
9.060596 10.111937 1.880610 2.576960 -40309.741636
9.060596 10.111937 1.880610 2.576960 -40458.698761
9.078110 10.088576 1.850181 2.527633 -40003.896499
9.069625 10.133536 1.814687 2.498829 -39747.248446
9.022777 10.174407 1.851431 2.460380 -39163.279635
9.022777 10.174407 1.851431 2.460380 -39429.126282
8.974921 10.163316 1.887438 2.429532 -38628.284218
8.974921 10.163316 1.887438 2.429532 -38733.955550
8.941615 10.169288 1.887977 2.423312 -38360.984763
8.941615 10.169288 1.887977 2.423312 -38534.506564
8.895298 10.143708 1.931773 2.374785 -37723.383003
8.897094 10.094910 1.974024 2.361290 -37645.110119
8.884506 10.124487 2.004465 2.368648 -37610.142493
8.840530 10.153349 1.994660 2.339564 -37123.368177
8.840530 10.153349 1.994660 2.339564 -37310.486551
8.832793 10.148096 1.951975 2.373684 -37298.781828
8.816244 10.155617 1.993855 2.383257 -37252.360236
8.816244 10.155617 1.993855 2.383257 -37265.892563
8.770346 10.120318 1.975192 2.430707 -37262.684308
8.770346 10.120318 1.975192 2.430707 -37271.848744
8.736471 10.077294 1.949961 2.410903 -36906.390482
8.686849 10.073702 1.992681 2.376350 -36351.127575
8.686849 10.073702 1.992681 2.376350 -36491.960417
8.682228 10.120585 2.014082 2.372431 -36295.030601
8.714323 10.115212 2.053374 2.339328 -36288.408456
8.742374 10.153433 2.007647 2.300740 -36219.255670
8.742374 10.153433 2.007647 2.300740 -36515.212264
8.755118 10.200793 2.055430 2.326905 -36474.932217
8.755118 10.200793 2.055430 2.326905 -36962.381387
8.757826 10.210100 2.093051 2.367067 -36757.683626
8.722532 10.229472 2.094632 2.344212 -36374.424768
8.761214 10.278303 2.068561 2.299672 -36335.934445
8.722351 10.289731 2.026920 2.277033 -35932.976351
8.722351 10.289731 2.026920 2.277033 -36021.937996
8.771716 10.329211 2.059307 2.229574 -35945.428172
8.772188 10.363973 2.096885 2.194193 -35717.668219
8.772188 10.363973 2.096885 2.194193 -35812.122691
8.722987 10.395418 2.104235 2.225706 -35602.543180
8.711146 10.386132 2.084386 2.199632 -35356.386009
8.669694 10.343490 2.101669 2.176806 -34941.031555
8.669694 10.343490 2.101669 2.176806 -35206.876271
8.659939 10.306734 2.137190 2.177865 -34885.021543
8.694482 10.263739 2.106228 2.142574 -34880.208992
8.694482 10.263739 2.106228 2.142574 -35195.973592
8.675792 10.313228 2.113005 2.151150 -34815.135650
8.649220 10.304466 2.135397 2.170741 -34770.249345
8.649220 10.304466 2.135397 2.170741 -35212.196811
8.624127 10.347699 2.172583 2.190754 -34737.611735
8.628319 10.369843 2.193010 2.174763 -34661.852895
8.588865 10.346240 2.205167 2.209216 -34629.769979
8.588865 10.346240 2.205167 2.209216 -34663.255666
8.587260 10.374314 2.156373 2.173677 -34391.936475
8.587260 10.374314 2.156373 2.173677 -34728.315701
8.598648 10.417937 2.122476 2.179566 -34502.463834
8.598648 10.417937 2.122476 2.179566 -34625.461262
8.598648 10.417937 2.122476 2.179566 -34737.498357
8.615098 10.437731 2.159698 2.195404 -34709.488990
8.615098 10.437731 2.159698 2.195404 -35281.620252
8.629874 10.415220 2.130905 2.174785 -34671.974134
8.629874 10.415220 2.130905 2.174785 -34708.689163
8.629874 10.415220 2.130905 2.174785 -34742.208410
8.612118 10.461770 2.142284 2.169266 -34522.758862
8.599152 10.431695 2.149109 2.131333 -34197.557778
8.599152 10.431695 2.149109 2.131333 -34594.296925
8.576277 10.434906 2.115813 2.117077 -33961.306624
8.576277 10.434906 2.115813 2.117077 -34392.912004
8.556398 10.482124 2.135773 2.098982 -33720.523648
8.556398 10.482124 2.135773 2.098982 -33926.814057
8.572441 10.487426 2.182632 2.067480 -33622.750572
8.572441 10.487426 2.182632 2.067480 -33924.175844
8.529788 10.492614 2.202052 2.025874 -33092.334678
8.548410 10.525000 2.210128 2.005619 -33082.099752
8.548410 10.525000 2.210128 2.005619 -33439.539359
8.543421 10.490548 2.172407 2.033622 -33226.530076
8.543421 10.490548 2.172407 2.033622 -33655.346868
8.524834 10.507598 2.175883 2.009322 -32957.631560
8.524834 10.507598 2.175883 2.009322 -33510.753563
8.546369 10.484285 2.188888 1.977596 -32893.891525
8.546369 10.484285 2.188888 1.977596 -33061.668045
8.532663 10.455922 2.140836 1.930776 -32516.612913
8.500686 10.450038 2.095769 1.933688 -32336.219877
8.471716 10.470002 2.105645 1.960424 -32322.372273
8.471716 10.470002 2.105645 1.960424 -32446.436951
8.437319 10.440391 2.061729 1.979809 -32229.418223
8.414346 10.397548 2.054849 1.980264 -32090.231281
8.364890 10.427428 2.094191 1.982997 -31802.394479
8.378932 10.390615 2.102430 1.944481 -31652.139380
8.378932 10.390615 2.102430 1.944481 -32068.358304
8.415516 10.418486 2.092812 1.935165 -31819.567309
8.415516 10.418486 2.092812 1.935165 -31845.580069
8.445584 10.436219 2.096826 1.898910 -31781.539913
8.445584 10.436219 2.096826 1.898910 -31973.844971
8.490577 10.416823 2.072242 1.854671 -31786.172615
8.468907 10.380563 2.036754 1.865544 -31719.861175
8.434340 10.389730 1.990002 1.822187 -31243.313569
8.434340 10.389730 1.990002 1.822187 -31312.909083
8.434340 10.389730 1.990002 1.822187 -31379.710559
8.434340 10.389730 1.990002 1.822187 -31411.650409
8.437634 10.346287 1.977385 1.800323 -31130.281966
8.441309 10.388596 1.940247 1.777369 -31013.150069
8.442634 10.342979 1.923700 1.764680 -30944.206459
8.442634 10.342979 1.923700 1.764680 -31284.013813
8.447142 10.336424 1.965972 1.764397 -30969.834586
8.413069 10.294146 1.976286 1.724828 -30524.756128
8.413069 10.294146 1.976286 1.724828 -30810.214645
8.413069 10.294146 1.976286 1.724828 -30873.999256
8.453986 10.297794 1.928897 1.681189 -30508.366269
8.407078 10.325060 1.922180 1.686054 -30255.784351
8.421083 10.295744 1.887323 1.669546 -30240.770253
8.421083 10.295744 1.887323 1.669546 -30393.753004
8.398313 10.298419 1.898409 1.628821 -29861.394229
8.398313 10.298419 1.898409 1.628821 -30000.885948
8.398313 10.298419 1.898409 1.628821 -30146.461382
8.398313 10.298419 1.898409 1.628821 -30224.954904
8.397853 10.264431 1.927585 1.668697 -30096.623016
8.397853 10.264431 1.927585 1.668697 -30637.790970
8.384562 10.255520 1.942348 1.651775 -29916.239507
8.379157 10.221311 1.944690 1.629139 -29749.294839
8.379157 10.221311 1.944690 1.629139 -30132.681510
8.421313 10.211560 1.991968 1.599734 -29825.154544
8.427771 10.203662 1.976556 1.566890 -29668.298714
8.427771 10.203662 1.976556 1.566890 -29829.593828
8.393250 10.206705 1.985935 1.601183 -29666.941144
8.400217 10.165245 1.943723 1.562007 -29476.033432
8.400217 10.165245 1.943723 1.562007 -29569.153945
8.400217 10.165245 1.943723 1.562007 -29774.682365
8.417589 10.129949 1.976297 1.522323 -29344.144525
8.396892 10.140146 1.947617 1.525304 -29239.640554
8.377448 10.183646 1.989873 1.515030 -29064.752090
8.333375 10.152936 1.978883 1.477989 -28590.068234
8.333375 10.152936 1.978883 1.477989 -28863.441315
8.295916 10.122514 1.989603 1.453094 -28227.832129
8.295916 10.122514 1.989603 1.453094 -28445.856149
8.299279 10.096505 2.024547 1.413379 -28017.710146
8.276374 10.127132 1.989729 1.396293 -27787.467936
8.276374 10.127132 1.989729 1.396293 -28278.450117
8.274442 10.112356 2.025651 1.445935 -28062.257518
8.263197 10.130688 1.998024 1.433507 -27925.744155
8.243368 10.134381 2.029487 1.417614 -27720.364202
8.287041 10.177657 2.054042 1.368305 -27688.032689
8.287041 10.177657 2.054042 1.368305 -27788.490987
8.264633 10.138198 2.079277 1.346611 -27435.671972
8.264633 10.138198 2.079277 1.346611 -27700.079579
8.264633 10.138198 2.079277 1.346611 -27860.446451
8.283570 10.140964 2.030915 1.355966 -27597.436390
8.247547 10.186039 2.035065 1.330792 -27248.137202
8.247547 10.186039 2.035065 1.330792 -27371.296292
8.264833 10.174244 2.000651 1.294851 -27142.107260
8.268589 10.137057 1.971116 1.261496 -26974.287105
8.268589 10.137057 1.971116 1.261496 -27364.323479
8.296382 10.102432 1.929144 1.233018 -26970.412990
8.262141 10.092464 1.896746 1.257839 -26917.119515
8.262141 10.092464 1.896746 1.257839 -27035.477314
8.272354 10.110483 1.930592 1.236157 -26852.297023
8.272354 10.110483 1.930592 1.236157 -27270.681098
8.315962 10.068806 1.915738 1.248364 -27168.471314
8.315962 10.068806 1.915738 1.248364 -27312.558674
8.272723 10.020631 1.945379 1.244750 -26902.937777
8.277872 10.018316 1.934274 1.215792 -26768.511017
8.233399 9.968708 1.945042 1.247946 -26699.080861
8.231792 10.014894 1.942918 1.245521 -26676.382657
8.231792 10.014894 1.942918 1.245521 -26860.404594
8.231792 10.014894 1.942918 1.245521 -26919.825664
8.272263 10.011907 1.990554 1.232754 -26832.568675
8.272263 10.011907 1.990554 1.232754 -27070.255845
8.307604 10.035204 1.980543 1.238712 -27066.248989
8.275956 10.016401 1.977070 1.218829 -26774.830886
8.275956 10.016401 1.977070 1.218829 -27076.171045
8.229078 10.040220 2.007411 1.210931 -26466.789543
8.229078 10.040220 2.007411 1.210931 -26485.674258
8.229078 10.040220 2.007411 1.210931 -26583.990671
8.229078 10.040220 2.007411 1.210931 -26698.069473
8.204848 10.012347 1.996400 1.228684 -26430.485338
8.204848 10.012347 1.996400 1.228684 -26690.480765
8.172658 9.984186 2.032288 1.231780 -26267.707957
8.172354 9.940418 1.992773 1.214386 -26168.931241
8.207295 9.958948 2.019491 1.179401 -26168.691060
8.199978 9.951895 1.987340 1.163743 -26040.740240
8.173840 9.972266 2.027012 1.132069 -25720.181667
8.129030 9.968911 2.045283 1.110221 -25353.031969
8.100391 9.953968 2.090882 1.090778 -25089.844730
8.053428 9.979771 2.075378 1.124673 -25018.549534
8.032523 9.963292 2.046393 1.091868 -24726.590038
8.032523 9.963292 2.046393 1.091868 -24964.707987
7.997537 10.005012 2.052388 1.079482 -24470.506250
8.021285 10.047323 2.016813 1.044420 -24409.537300
8.021285 10.047323 2.016813 1.044420 -24611.090628
8.010885 10.003717 2.057543 1.032121 -24287.455348
8.010885 10.003717 2.057543 1.032121 -24288.737702
8.010885 10.003717 2.057543 1.032121 -24341.944016
8.010885 10.003717 2.057543 1.032121 -24420.008114
7.988819 10.038001 2.072238 1.042248 -24223.369898
7.945130 10.067572 2.026576 1.065412 -24113.391584
7.926358 10.079157 2.011834 1.037245 -23862.814796
7.894548 10.034589 2.037654 1.008878 -23543.485430
7.916055 10.004182 2.015014 0.981276 -23511.265369
7.916055 10.004182 2.015014 0.981276 -23844.698421
7.951432 10.028418 1.980833 0.967514 -23625.637502
7.927908 9.984295 1.953594 0.985226 -23594.851183
7.927908 9.984295 1.953594 0.985226 -23831.852857
7.972870 9.993822 1.939624 0.935678 -23570.577637
7.963615 9.967620 1.931527 0.935799 -23522.271755
7.932134 9.945924 1.974677 0.910207 -23221.537104
7.932134 9.945924 1.974677 0.910207 -23234.959981
7.970998 9.938232 1.982292 0.866666 -23196.978815
7.970998 9.938232 1.982292 0.866666 -23342.301829
7.970998 9.938232 1.982292 0.866666 -23579.068457
7.970998 9.938232 1.982292 0.866666 -23601.470021
7.927573 9.896503 1.994039 0.897692 -23131.934476
7.927573 9.896503 1.994039 0.897692 -23161.948796
7.927573 9.896503 1.994039 0.897692 -23332.948520
7.907226 9.871191 1.984693 0.889114 -22980.555763
7.907226 9.871191 1.984693 0.889114 -23008.551482
7.859521 9.900978 1.958123 0.875976 -22663.747510
7.831190 9.887040 1.984130 0.892751 -22603.823254
7.851074 9.909679 1.995717 0.846590 -22467.861804
7.806696 9.944042 1.989276 0.861289 -22314.783272
7.807267 9.905648 2.032392 0.819029 -22100.654836
7.771150 9.955180 2.065298 0.796960 -21803.517350
7.771150 9.955180 2.065298 0.796960 -21917.358514
7.800217 9.943710 2.111975 0.757046 -21748.344095
7.810686 9.920027 2.131724 0.740994 -21719.977737
7.803605 9.888524 2.167624 0.707320 -21513.445940
7.843726 9.859069 2.153478 0.658831 -21471.163923
7.840126 9.870867 2.191514 0.643818 -21377.258892
7.840126 9.870867 2.191514 0.643818 -21592.079337
7.848993 9.906363 2.183110 0.652813 -21467.370136
7.821133 9.914442 2.184441 0.639125 -21258.062971
7.773653 9.877893 2.167401 0.646149 -21055.240577
7.773653 9.877893 2.167401 0.646149 -21142.920340
7.803442 9.878116 2.184230 0.627519 -21111.084531
7.772731 9.859706 2.163293 0.638436 -21012.075258
7.790346 9.821617 2.117220 0.619878 -21007.364787
7.778698 9.841041 2.098330 0.614129 -20920.545647
7.745002 9.877795 2.141625 0.593943 -20652.789266
7.709698 9.845054 2.131793 0.602180 -20518.932949
7.709698 9.845054 2.131793 0.602180 -20605.912997
7.709698 9.845054 2.131793 0.602180 -20754.193068
7.662502 9.810561 2.171934 0.618362 -20366.096932
7.662502 9.810561 2.171934 0.618362 -20736.479835
7.661794 9.840965 2.151023 0.617537 -20358.552393
7.661794 9.840965 2.151023 0.617537 -20559.818476
7.652913 9.825021 2.122383 0.570566 -20084.806287
7.605943 9.817046 2.087477 0.554641 -19778.752034
7.564665 9.779322 2.094364 0.570510 -19655.780000
7.564665 9.779322 2.094364 0.570510 -19881.512598
7.516686 9.822070 2.091724 0.564735 -19396.878257
7.532546 9.850325 2.078232 0.524158 -19278.410624
7.563035 9.883993 2.040957 0.481574 -19220.574492
7.533306 9.834404 2.087481 0.463198 -18991.388619
7.533306 9.834404 2.087481 0.463198 -19253.355917
7.525405 9.846734 2.076098 0.440123 -18844.539362
7.525405 9.846734 2.076098 0.440123 -19169.032138
7.545548 9.867332 2.089432 0.445248 -18964.286863
7.545548 9.867332 2.089432 0.445248 -18995.681670
7.546732 9.851823 2.117166 0.424484 -18871.465430
7.546732 9.851823 2.117166 0.424484 -19193.867521
7.577843 9.883675 2.133953 0.376811 -18793.125703
7.548779 9.907048 2.100525 0.344646 -18504.928642
7.548779 9.907048 2.100525 0.344646 -18606.161503
7.501211 9.870724 2.099577 0.327841 -18204.334261
7.501211 9.870724 2.099577 0.327841 -18248.185956
7.501211 9.870724 2.099577 0.327841 -18376.353055
7.502936 9.830843 2.070652 0.337535 -18257.476934
7.502936 9.830843 2.070652 0.337535 -18439.692616
7.506826 9.836928 2.066688 0.294689 -18076.500834
7.489429 9.830293 2.095099 0.280339 -17929.682041
7.489429 9.830293 2.095099 0.280339 -18211.556556
7.522574 9.867016 2.073980 0.250507 -17944.972344
7.522574 9.867016 2.073980 0.250507 -18016.124969
7.498872 9.830163 2.088273 0.247032 -17819.712471
7.498872 9.830163 2.088273 0.247032 -17865.263339
7.479028 9.822844 2.120023 0.219109 -17600.611720
7.503179 9.796131 2.160514 0.186892 -17563.747221
7.503179 9.796131 2.160514 0.186892 -17647.403251
7.503179 9.796131 2.160514 0.186892 -17779.208116
7.469522 9.815329 2.125096 0.159031 -17283.863113
7.454153 9.812890 2.103697 0.173369 -17279.190722
7.454153 9.812890 2.103697 0.173369 -17510.836137
7.432267 9.839335 2.149180 0.168619 -17158.721331
7.401858 9.820955 2.196713 0.135191 -16871.712609
7.393871 9.790604 2.182326 0.116215 -16751.212988
7.388962 9.797810 2.173668 0.085092 -16590.860932
7.401006 9.753522 2.208910 0.049671 -16487.240429
7.401006 9.753522 2.208910 0.049671 -16769.627545
7.448385 9.778875 2.178814 0.000583 -16479.679208
7.402853 9.799021 2.201647 0.024648 -16384.827465
7.402853 9.799021 2.201647 0.024648 -16451.668705
7.366327 9.841034 2.159680 0.042150 -16301.005653
7.366327 9.841034 2.159680 0.042150 -16395.761304
7.353137 9.884414 2.185735 0.067490 -16354.510139
7.353137 9.884414 2.185735 0.067490 -16530.609188
7.353137 9.884414 2.185735 0.067490 -16643.198224
7.340135 9.839523 2.138301 0.116891 -16515.350435
7.340135 9.839523 2.138301 0.116891 -16601.399068
7.340135 9.839523 2.138301 0.116891 -16612.810858
7.380887 9.879715 2.176648 0.092403 -16587.472635
7.380887 9.879715 2.176648 0.092403 -16665.534720
7.380887 9.879715 2.176648 0.092403 -16764.294156
7.385675 9.885466 2.181751 0.123315 -16746.325583
7.368699 9.933299 2.200088 0.088832 -16517.586154
7.344891 9.886364 2.235350 0.099856 -16461.003151
7.315834 9.875641 2.196798 0.080718 -16248.563735
7.315834 9.875641 2.196798 0.080718 -16412.994450
7.306426 9.831998 2.155848 0.106527 -16320.705731
7.306426 9.831998 2.155848 0.106527 -16332.172425
7.306426 9.831998 2.155848 0.106527 -16470.229977
7.306426 9.831998 2.155848 0.106527 -16476.372292
7.288478 9.816990 2.121118 0.143574 -16404.909067
7.257914 9.841997 2.114397 0.133388 -16225.509870
7.257914 9.841997 2.114397 0.133388 -16394.618228
7.238673 9.847514 2.131201 0.132917 -16139.081918
7.199551 9.856546 2.150705 0.124147 -15930.054433
7.172998 9.890568 2.119851 0.094770 -15687.676667
7.148762 9.888816 2.167475 0.102153 -15615.002546
7.120684 9.927889 2.205809 0.099926 -15484.750579
7.120684 9.927889 2.205809 0.099926 -15503.485984
7.120684 9.927889 2.205809 0.099926 -15525.915784
7.103049 9.946404 2.194160 0.060115 -15239.342731
7.103049 9.946404 2.194160 0.060115 -15410.582045
7.081971 9.988262 2.202993 0.087243 -15265.096910
7.081971 9.988262 2.202993 0.087243 -15288.416019
7.083503 10.018567 2.233006 0.070998 -15202.505199
7.102846 9.991197 2.195545 0.044578 -15172.443712
7.102846 9.991197 2.195545 0.044578 -15178.131758
7.097804 9.941627 2.165545 0.042422 -15141.898734
7.073231 9.974926 2.206917 0.044444 -15046.405139
7.091535 9.934756 2.228298 0.021311 -15025.995699
7.059753 9.956515 2.183633 0.009136 -14840.851680
7.059753 9.956515 2.183633 0.009136 -15021.607288
7.102134 9.990981 2.178487 0.007010 -15010.359615
7.102134 9.990981 2.178487 0.007010 -15198.305621
7.106330 9.966125 2.157349 0.021103 -15087.687691
7.106330 9.966125 2.157349 0.021103 -15352.697458
7.075558 9.983014 2.186535 0.056949 -15109.178623
7.054492 9.996769 2.152401 0.022972 -14876.877305
7.054492 9.996769 2.152401 0.022972 -15031.229875
7.006362 9.967339 2.119129 0.022743 -14674.270352
6.984131 9.933764 2.100566 0.019899 -14569.761552
6.984131 9.933764 2.100566 0.019899 -14608.770887
6.984131 9.933764 2.100566 0.019899 -14847.963013
7.025040 9.904866 2.133225 0.044443 -14843.341854
7.025040 9.904866 2.133225 0.044443 -14846.607852
7.025040 9.904866 2.133225 0.044443 -14935.047523
7.022529 9.906147 2.135101 0.028742 -14766.966556
6.979002 9.858328 2.110791 0.019711 -14547.648762
6.979002 9.858328 2.110791 0.019711 -14675.054719
6.962031 9.838861 2.159293 0.032443 -14530.031696
6.962031 9.838861 2.159293 0.032443 -14643.909823
6.962031 9.838861 2.159293 0.032443 -14711.281553
6.962031 9.838861 2.159293 0.032443 -14760.734195
6.937516 9.832912 2.156614 0.043752 -14475.218058
6.937516 9.832912 2.156614 0.043752 -14550.287718
6.916008 9.848861 2.134247 0.049909 -14411.626224
6.916008 9.848861 2.134247 0.049909 -14503.327546
6.916008 9.848861 2.134247 0.049909 -14558.077415
6.910766 9.836418 2.134716 0.014766 -14245.007800
6.910766 9.836418 2.134716 0.014766 -14329.789788
6.910766 9.836418 2.134716 0.014766 -14488.046130
6.920044 9.855152 2.124213 0.001795 -14229.820775
6.920044 9.855152 2.124213 0.001795 -14392.358683
6.881183 9.822939 2.100967 0.022561 -14155.518401
6.881183 9.822939 2.100967 0.022561 -14337.389968
6.872203 9.790987 2.110736 0.024493 -14126.631415
6.872203 9.790987 2.110736 0.024493 -14162.366965
6.872203 9.790987 2.110736 0.024493 -14389.161339
6.885305 9.778055 2.063143 0.058211 -14319.089140
6.848109 9.809717 2.096513 0.079095 -14251.887874
6.855470 9.845965 2.103359 0.059995 -14203.628153
6.855470 9.845965 2.103359 0.059995 -14401.175862
6.833832 9.867089 2.153087 0.035092 -14013.089624
6.833832 9.867089 2.153087 0.035092 -14359.887910
6.809164 9.909075 2.117087 0.056251 -13998.775819
6.809164 9.909075 2.117087 0.056251 -14225.105055
